,Gene,Paper_ID,Classification,EC_numbers,Reaction_Group,Title,Organism
21009,tktA,7961,Other,['2.2.1.1'],TKT2_1,Genome mining of 2-phenylethanol biosynthetic genes from <i>Enterobacter</i> sp. CGMCC 5087 and heterologous overproduction in <i>Escherichia coli</i>.,['Escherichia coli']
21010,tktA,7961,Other,['2.2.1.2'],TALA_1,Genome mining of 2-phenylethanol biosynthetic genes from <i>Enterobacter</i> sp. CGMCC 5087 and heterologous overproduction in <i>Escherichia coli</i>.,['Escherichia coli']
21011,tktA,7961,Positive,['2.2.1.1'],TKT1_1,Genome mining of 2-phenylethanol biosynthetic genes from <i>Enterobacter</i> sp. CGMCC 5087 and heterologous overproduction in <i>Escherichia coli</i>.,['Escherichia coli']
21012,tktA,7961,Positive,['2.2.1.1'],TKT2_1,Genome mining of 2-phenylethanol biosynthetic genes from <i>Enterobacter</i> sp. CGMCC 5087 and heterologous overproduction in <i>Escherichia coli</i>.,['Escherichia coli']
21013,tktA,7961,Positive,['2.2.1.2'],TALA_1,Genome mining of 2-phenylethanol biosynthetic genes from <i>Enterobacter</i> sp. CGMCC 5087 and heterologous overproduction in <i>Escherichia coli</i>.,['Escherichia coli']
21014,tktA,7962,Positive,['2.2.1.1'],TKT1_1,"Improved xylose tolerance and 2,3-butanediol production of <i>Klebsiella pneumoniae</i> by directed evolution of <i>rpoD</i> and the mechanisms revealed by transcriptomics.",['Klebsiella pneumoniae']
21015,tktA,7962,Positive,['2.2.1.1'],TKT2_1,"Improved xylose tolerance and 2,3-butanediol production of <i>Klebsiella pneumoniae</i> by directed evolution of <i>rpoD</i> and the mechanisms revealed by transcriptomics.",['Klebsiella pneumoniae']
21016,tktA,8475,Positive,['2.2.1.1'],TKT1_1,Metabolic engineering of Escherichia coli BL21 (DE3) for de novo production of L-DOPA from D-glucose.,['Escherichia coli']
21017,tktA,8475,Positive,['2.2.1.1'],TKT2_1,Metabolic engineering of Escherichia coli BL21 (DE3) for de novo production of L-DOPA from D-glucose.,['Escherichia coli']
21018,tktA,8475,Positive,['2.2.1.2'],TALA_1,Metabolic engineering of Escherichia coli BL21 (DE3) for de novo production of L-DOPA from D-glucose.,['Escherichia coli']
21019,tktA,8568,Positive,['2.2.1.1'],TKT1_1,Elucidation of the biosynthesis pathway and heterologous construction of a sustainable route for producing umbelliferone.,['Escherichia coli']
21020,tktA,8568,Positive,['2.2.1.1'],TKT2_1,Elucidation of the biosynthesis pathway and heterologous construction of a sustainable route for producing umbelliferone.,['Escherichia coli']
21021,tktA,8568,Positive,['2.2.1.2'],TALA_1,Elucidation of the biosynthesis pathway and heterologous construction of a sustainable route for producing umbelliferone.,['Escherichia coli']
21022,tktA,8732,Positive,['2.2.1.1'],TKT1_1,Developing a pyruvate-driven metabolic scenario for growth-coupled microbial production.,['Escherichia coli']
21023,tktA,8732,Positive,['2.2.1.1'],TKT2_1,Developing a pyruvate-driven metabolic scenario for growth-coupled microbial production.,['Escherichia coli']
21024,tktA,8732,Positive,['2.2.1.2'],TALA_1,Developing a pyruvate-driven metabolic scenario for growth-coupled microbial production.,['Escherichia coli']
21025,tktA,8800,Positive,['2.2.1.1'],TKT1_1,Programmable biomolecular switches for rewiring flux in Escherichia coli.,['Escherichia coli']
21026,tktA,8800,Positive,['2.2.1.1'],TKT2_1,Programmable biomolecular switches for rewiring flux in Escherichia coli.,['Escherichia coli']
21027,tktA,8800,Positive,['2.2.1.2'],TALA_1,Programmable biomolecular switches for rewiring flux in Escherichia coli.,['Escherichia coli']
21028,tktA,9629,Positive,['2.2.1.1'],TKT1_1,Chromosome Engineering To Generate Plasmid-Free Phenylalanine- and Tyrosine-Overproducing <i>Escherichia coli</i> Strains That Can Be Applied in the Generation of Aromatic-Compound-Producing Bacteria.,['Escherichia coli']
21029,tktA,9629,Positive,['2.2.1.1'],TKT2_1,Chromosome Engineering To Generate Plasmid-Free Phenylalanine- and Tyrosine-Overproducing <i>Escherichia coli</i> Strains That Can Be Applied in the Generation of Aromatic-Compound-Producing Bacteria.,['Escherichia coli']
21030,tktA,9629,Positive,['2.2.1.2'],TALA_1,Chromosome Engineering To Generate Plasmid-Free Phenylalanine- and Tyrosine-Overproducing <i>Escherichia coli</i> Strains That Can Be Applied in the Generation of Aromatic-Compound-Producing Bacteria.,['Escherichia coli']
21031,tktA,9843,Positive,['2.2.1.1'],TKT1_1,Mixing and matching methylotrophic enzymes to design a novel methanol utilization pathway in E. coli.,['Escherichia coli']
21032,tktA,9843,Positive,['2.2.1.1'],TKT2_1,Mixing and matching methylotrophic enzymes to design a novel methanol utilization pathway in E. coli.,['Escherichia coli']
21033,tktA,9843,Positive,['2.2.1.2'],TALA_1,Mixing and matching methylotrophic enzymes to design a novel methanol utilization pathway in E. coli.,['Escherichia coli']
21034,tktA,10259,Positive,['2.2.1.1'],TKT1_1,Metabolic engineering of Saccharomyces cerevisiae for high-level production of gastrodin from glucose.,['Saccharomyces cerevisiae']
21035,tktA,10259,Positive,['2.2.1.1'],TKT2_1,Metabolic engineering of Saccharomyces cerevisiae for high-level production of gastrodin from glucose.,['Saccharomyces cerevisiae']
21036,tktA,10259,Positive,['2.2.1.2'],TALA_1,Metabolic engineering of Saccharomyces cerevisiae for high-level production of gastrodin from glucose.,['Saccharomyces cerevisiae']
21037,tktA,10732,Positive,['2.2.1.1'],TKT1_1,Over-expression of an electron transport protein OmcS provides sufficient NADH for D-lactate production in cyanobacterium.,"['Escherichia coli', 'Synechocystis PCC', 'Lactobacillus delbrueckii']"
21038,tktA,10732,Positive,['2.2.1.1'],TKT2_1,Over-expression of an electron transport protein OmcS provides sufficient NADH for D-lactate production in cyanobacterium.,"['Escherichia coli', 'Synechocystis PCC', 'Lactobacillus delbrueckii']"
21039,tktA,10732,Positive,['2.2.1.2'],TALA_1,Over-expression of an electron transport protein OmcS provides sufficient NADH for D-lactate production in cyanobacterium.,"['Escherichia coli', 'Synechocystis PCC', 'Lactobacillus delbrueckii']"
21040,tktA,10931,Negative,['2.2.1.1'],TKT1_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21041,tktA,10931,Negative,['2.2.1.1'],TKT2_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21042,tktA,10931,Negative,['2.2.1.2'],TALA_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21043,tktA,10931,Positive,['2.2.1.1'],TKT1_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21044,tktA,10931,Positive,['2.2.1.1'],TKT2_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21045,tktA,10931,Positive,['2.2.1.2'],TALA_1,Artificial cell factory design for shikimate production in Escherichia coli.,['Escherichia coli']
21046,tktA,11135,Other,['2.2.1.1'],TKT1_1,Simultaneous Multiplex Genome Engineering <i>via</i> Accelerated Natural Transformation in <i>Bacillus subtilis</i>.,['Bacillus subtilis']
21047,tktA,11135,Other,['2.2.1.1'],TKT2_1,Simultaneous Multiplex Genome Engineering <i>via</i> Accelerated Natural Transformation in <i>Bacillus subtilis</i>.,['Bacillus subtilis']
21048,tktA,11135,Positive,['2.2.1.1'],TKT1_1,Simultaneous Multiplex Genome Engineering <i>via</i> Accelerated Natural Transformation in <i>Bacillus subtilis</i>.,['Bacillus subtilis']
21049,tktA,11135,Positive,['2.2.1.1'],TKT2_1,Simultaneous Multiplex Genome Engineering <i>via</i> Accelerated Natural Transformation in <i>Bacillus subtilis</i>.,['Bacillus subtilis']
21050,tktA,11974,Positive,['2.2.1.1'],TKT1_1,"Modular (de)construction of complex bacterial phenotypes by CRISPR/nCas9-assisted, multiplex cytidine base-editing.",['Pseudomonas putida']
21051,tktA,11974,Positive,['2.2.1.1'],TKT2_1,"Modular (de)construction of complex bacterial phenotypes by CRISPR/nCas9-assisted, multiplex cytidine base-editing.",['Pseudomonas putida']
21052,tktA,12539,Positive,['2.2.1.1'],TKT1_1,De novo biosynthesis of N-acetyltyramine in engineered Escherichia coli.,['Escherichia coli']
21053,tktA,12539,Positive,['2.2.1.1'],TKT2_1,De novo biosynthesis of N-acetyltyramine in engineered Escherichia coli.,['Escherichia coli']
21054,tktA,12539,Positive,['2.2.1.2'],TALA_1,De novo biosynthesis of N-acetyltyramine in engineered Escherichia coli.,['Escherichia coli']
21055,tktA,13048,Negative,['2.2.1.1'],TKT1_1,Transcriptomics and metabolomics analysis of L-phenylalanine overproduction in Escherichia coli.,['Escherichia coli']
21056,tktA,13048,Negative,['2.2.1.1'],TKT2_1,Transcriptomics and metabolomics analysis of L-phenylalanine overproduction in Escherichia coli.,['Escherichia coli']
21057,tktA,13048,Negative,['2.2.1.2'],TALA_1,Transcriptomics and metabolomics analysis of L-phenylalanine overproduction in Escherichia coli.,['Escherichia coli']
21058,tktA,13299,Positive,['2.2.1.1'],TKT1_1,Multiple Metabolic Engineering Strategies to Improve Shikimate Titer in <i>Escherichia coli</i>.,['Escherichia coli']
21059,tktA,13299,Positive,['2.2.1.1'],TKT2_1,Multiple Metabolic Engineering Strategies to Improve Shikimate Titer in <i>Escherichia coli</i>.,['Escherichia coli']
21060,tktA,13299,Positive,['2.2.1.2'],TALA_1,Multiple Metabolic Engineering Strategies to Improve Shikimate Titer in <i>Escherichia coli</i>.,['Escherichia coli']
21061,tktA,13809,Positive,['2.2.1.1'],TKT1_1,Synergetic engineering of <i>Escherichia coli</i> for efficient production of l-tyrosine.,['Escherichia coli']
21062,tktA,13809,Positive,['2.2.1.1'],TKT2_1,Synergetic engineering of <i>Escherichia coli</i> for efficient production of l-tyrosine.,['Escherichia coli']
21063,tktA,13809,Positive,['2.2.1.2'],TALA_1,Synergetic engineering of <i>Escherichia coli</i> for efficient production of l-tyrosine.,['Escherichia coli']
21064,tktA,13867,Negative,['2.2.1.1'],TKT1_1,Engineering a synthetic energy-efficient formaldehyde assimilation cycle in Escherichia coli.,['Escherichia coli']
21065,tktA,13867,Negative,['2.2.1.1'],TKT2_1,Engineering a synthetic energy-efficient formaldehyde assimilation cycle in Escherichia coli.,['Escherichia coli']
21066,tktA,13867,Negative,['2.2.1.2'],TALA_1,Engineering a synthetic energy-efficient formaldehyde assimilation cycle in Escherichia coli.,['Escherichia coli']
21067,tktA,14353,Positive,['2.2.1.1'],TKT1_1,Engineering Escherichia coli biofilm to increase contact surface for shikimate and L-malate production.,['Escherichia coli']
21068,tktA,14353,Positive,['2.2.1.1'],TKT2_1,Engineering Escherichia coli biofilm to increase contact surface for shikimate and L-malate production.,['Escherichia coli']
21069,tktA,14353,Positive,['2.2.1.2'],TALA_1,Engineering Escherichia coli biofilm to increase contact surface for shikimate and L-malate production.,['Escherichia coli']
21070,tktA,14850,Positive,['2.2.1.1'],TKT1_1,Efficient production of phenyllactic acid in <i>Escherichia coli</i> via metabolic engineering and fermentation optimization strategies.,['Escherichia coli']
21071,tktA,14850,Positive,['2.2.1.1'],TKT2_1,Efficient production of phenyllactic acid in <i>Escherichia coli</i> via metabolic engineering and fermentation optimization strategies.,['Escherichia coli']
21072,tktA,14850,Positive,['2.2.1.2'],TALA_1,Efficient production of phenyllactic acid in <i>Escherichia coli</i> via metabolic engineering and fermentation optimization strategies.,['Escherichia coli']
21073,tktA,15827,Positive,['2.2.1.1'],TKT1_1,"Systems metabolic engineering of Escherichia coli for the high-level production of deoxyviolacein, a natural colorant.",['Escherichia coli']
21074,tktA,15827,Positive,['2.2.1.1'],TKT2_1,"Systems metabolic engineering of Escherichia coli for the high-level production of deoxyviolacein, a natural colorant.",['Escherichia coli']
21075,tktA,15827,Positive,['2.2.1.2'],TALA_1,"Systems metabolic engineering of Escherichia coli for the high-level production of deoxyviolacein, a natural colorant.",['Escherichia coli']
21076,tktA,15887,Positive,['2.2.1.1'],TKT1_1,Metabolic engineering of <i>Escherichia coli</i> for high-yield dopamine production via optimized fermentation strategies.,['Escherichia coli']
21077,tktA,15887,Positive,['2.2.1.1'],TKT2_1,Metabolic engineering of <i>Escherichia coli</i> for high-yield dopamine production via optimized fermentation strategies.,['Escherichia coli']
21078,tktA,15887,Positive,['2.2.1.2'],TALA_1,Metabolic engineering of <i>Escherichia coli</i> for high-yield dopamine production via optimized fermentation strategies.,['Escherichia coli']
21079,tktA,15910,Negative,['2.2.1.1'],TKT1_1,Promoting cytidine biosynthesis by modulating pyrimidine metabolism and carbon metabolic regulatory networks in Bacillus subtilis.,['Bacillus subtilis']
21080,tktA,15910,Negative,['2.2.1.1'],TKT2_1,Promoting cytidine biosynthesis by modulating pyrimidine metabolism and carbon metabolic regulatory networks in Bacillus subtilis.,['Bacillus subtilis']
21081,tktB,9140,Other,['2.2.1.1'],TKT1_1,A New Synthetic Pathway for the Bioproduction of Glycolic Acid From Lignocellulosic Sugars Aimed at Maximal Carbon Conservation.,['Escherichia coli']
21082,tktB,9140,Other,['2.2.1.1'],TKT2_1,A New Synthetic Pathway for the Bioproduction of Glycolic Acid From Lignocellulosic Sugars Aimed at Maximal Carbon Conservation.,['Escherichia coli']
21083,tktB,10732,Positive,['2.2.1.1'],TKT1_1,Over-expression of an electron transport protein OmcS provides sufficient NADH for D-lactate production in cyanobacterium.,"['Escherichia coli', 'Synechocystis PCC', 'Lactobacillus delbrueckii']"
21084,tktB,10732,Positive,['2.2.1.1'],TKT2_1,Over-expression of an electron transport protein OmcS provides sufficient NADH for D-lactate production in cyanobacterium.,"['Escherichia coli', 'Synechocystis PCC', 'Lactobacillus delbrueckii']"
21085,tktB,12981,Positive,['2.2.1.1'],TKT1_1,Engineering Escherichia coli to Utilize Erythritol as Sole Carbon Source.,['Escherichia coli']
21086,tktB,12981,Positive,['2.2.1.1'],TKT2_1,Engineering Escherichia coli to Utilize Erythritol as Sole Carbon Source.,['Escherichia coli']
21087,tmk,15910,Negative,['2.7.4.9'],TMPK_1,Promoting cytidine biosynthesis by modulating pyrimidine metabolism and carbon metabolic regulatory networks in Bacillus subtilis.,['Bacillus subtilis']
21088,tmk,15910,Negative,['2.7.4.9'],DTMPK_1,Promoting cytidine biosynthesis by modulating pyrimidine metabolism and carbon metabolic regulatory networks in Bacillus subtilis.,['Bacillus subtilis']
21089,tnaA,730,Negative,['4.1.99.1'],TRPAS2_1,Effect of drug transporter genes on cysteine export and overproduction in Escherichia coli.,['Escherichia coli']
21090,tnaA,730,Negative,['4.1.99.1'],CYSDS_4,Effect of drug transporter genes on cysteine export and overproduction in Escherichia coli.,['Escherichia coli']
21091,tnaA,730,Negative,['4.1.99.1'],SERD_L_5,Effect of drug transporter genes on cysteine export and overproduction in Escherichia coli.,['Escherichia coli']
21092,tnaA,914,Other,['4.1.99.1'],TRPAS2_1,Indole is an inter-species biofilm signal mediated by SdiA.,['Escherichia coli']
21093,tnaA,914,Other,['4.1.99.1'],CYSDS_4,Indole is an inter-species biofilm signal mediated by SdiA.,['Escherichia coli']
21094,tnaA,914,Other,['4.1.99.1'],SERD_L_5,Indole is an inter-species biofilm signal mediated by SdiA.,['Escherichia coli']
21095,tnaA,1147,Negative,['4.1.99.1'],TRPAS2_1,[Regulation of key enzymes in tryptophan biosynthesis pathway in Escherichia coli].,['Escherichia coli']
21096,tnaA,1147,Negative,['4.1.99.1'],CYSDS_4,[Regulation of key enzymes in tryptophan biosynthesis pathway in Escherichia coli].,['Escherichia coli']
21097,tnaA,1147,Negative,['4.1.99.1'],SERD_L_5,[Regulation of key enzymes in tryptophan biosynthesis pathway in Escherichia coli].,['Escherichia coli']
21098,tnaA,1791,Positive,['4.1.99.1'],TRPAS2_1,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21099,tnaA,1791,Positive,['4.1.99.1'],CYSDS_4,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21100,tnaA,1791,Positive,['4.1.99.1'],SERD_L_5,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21101,tnaA,1791,Negative,['4.1.99.1'],TRPAS2_1,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21102,tnaA,1791,Negative,['4.1.99.1'],CYSDS_4,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21103,tnaA,1791,Negative,['4.1.99.1'],SERD_L_5,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",['Escherichia coli']
21104,tnaA,1937,Negative,['4.1.99.1'],TRPAS2_1,Development of L-tryptophan production strains by defined genetic modification in Escherichia coli.,['Escherichia coli']
21105,tnaA,1937,Negative,['4.1.99.1'],CYSDS_4,Development of L-tryptophan production strains by defined genetic modification in Escherichia coli.,['Escherichia coli']
21106,tnaA,1937,Negative,['4.1.99.1'],SERD_L_5,Development of L-tryptophan production strains by defined genetic modification in Escherichia coli.,['Escherichia coli']
21107,tnaA,3346,Negative,['4.1.99.1'],TRPAS2_1,Optimisation of engineered Escherichia coli biofilms for enzymatic biosynthesis of l-halotryptophans.,['Escherichia coli']
21108,tnaA,3346,Negative,['4.1.99.1'],CYSDS_4,Optimisation of engineered Escherichia coli biofilms for enzymatic biosynthesis of l-halotryptophans.,['Escherichia coli']
21109,tnaA,3346,Negative,['4.1.99.1'],SERD_L_5,Optimisation of engineered Escherichia coli biofilms for enzymatic biosynthesis of l-halotryptophans.,['Escherichia coli']
21110,tnaA,3546,Positive,['4.1.99.1'],TRPAS2_1,Global transcriptomic analysis of an engineered Escherichia coli strain lacking the phosphoenolpyruvate: carbohydrate phosphotransferase system during shikimic acid production in rich culture medium.,['Escherichia coli']
21111,tnaA,3546,Positive,['4.1.99.1'],CYSDS_4,Global transcriptomic analysis of an engineered Escherichia coli strain lacking the phosphoenolpyruvate: carbohydrate phosphotransferase system during shikimic acid production in rich culture medium.,['Escherichia coli']
21112,tnaA,3546,Positive,['4.1.99.1'],SERD_L_5,Global transcriptomic analysis of an engineered Escherichia coli strain lacking the phosphoenolpyruvate: carbohydrate phosphotransferase system during shikimic acid production in rich culture medium.,['Escherichia coli']
21113,tnaA,4224,Negative,['4.1.99.1'],TRPAS2_1,High crude violacein production from glucose by Escherichia coli engineered with interactive control of tryptophan pathway and violacein biosynthetic pathway.,['Escherichia coli']
21114,tnaA,4224,Negative,['4.1.99.1'],CYSDS_4,High crude violacein production from glucose by Escherichia coli engineered with interactive control of tryptophan pathway and violacein biosynthetic pathway.,['Escherichia coli']
21115,tnaA,4224,Negative,['4.1.99.1'],SERD_L_5,High crude violacein production from glucose by Escherichia coli engineered with interactive control of tryptophan pathway and violacein biosynthetic pathway.,['Escherichia coli']
21116,tnaA,5981,Negative,['4.1.99.1'],TRPAS2_1,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21117,tnaA,5981,Negative,['4.1.99.1'],CYSDS_4,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21118,tnaA,5981,Negative,['4.1.99.1'],SERD_L_5,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21119,tnaA,5981,Positive,['4.1.99.1'],TRPAS2_1,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21120,tnaA,5981,Positive,['4.1.99.1'],CYSDS_4,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21121,tnaA,5981,Positive,['4.1.99.1'],SERD_L_5,Metabolic engineering of indole pyruvic acid biosynthesis in Escherichia coli with tdiD.,['Escherichia coli']
21122,tnaA,7083,Other,['4.1.99.1'],TRPAS2_1,L-Cysteine Production in Escherichia coli Based on Rational Metabolic Engineering and Modular Strategy.,['Escherichia coli']
21123,tnaA,7083,Other,['4.1.99.1'],CYSDS_4,L-Cysteine Production in Escherichia coli Based on Rational Metabolic Engineering and Modular Strategy.,['Escherichia coli']
21124,tnaA,7083,Other,['4.1.99.1'],SERD_L_5,L-Cysteine Production in Escherichia coli Based on Rational Metabolic Engineering and Modular Strategy.,['Escherichia coli']
21125,tnaA,8312,Negative,['4.1.99.1'],TRPAS2_1,Central metabolic pathway modification to improve L-tryptophan production in Escherichia coli.,['Escherichia coli']
21126,tnaA,8312,Negative,['4.1.99.1'],CYSDS_4,Central metabolic pathway modification to improve L-tryptophan production in Escherichia coli.,['Escherichia coli']
21127,tnaA,8312,Negative,['4.1.99.1'],SERD_L_5,Central metabolic pathway modification to improve L-tryptophan production in Escherichia coli.,['Escherichia coli']
21128,tnaA,10470,Negative,['4.1.99.1'],TRPAS2_1,Direct RBS Engineering of the biosynthetic gene cluster for efficient productivity of violaceins in E. coli.,['Escherichia coli']
21129,tnaA,10470,Negative,['4.1.99.1'],CYSDS_4,Direct RBS Engineering of the biosynthetic gene cluster for efficient productivity of violaceins in E. coli.,['Escherichia coli']
21130,tnaA,10470,Negative,['4.1.99.1'],SERD_L_5,Direct RBS Engineering of the biosynthetic gene cluster for efficient productivity of violaceins in E. coli.,['Escherichia coli']
21131,tnaA,11114,Negative,['4.1.99.1'],TRPAS2_1,Combining protein and metabolic engineering strategies for biosynthesis of melatonin in Escherichia coli.,['Escherichia coli']
21132,tnaA,11114,Negative,['4.1.99.1'],CYSDS_4,Combining protein and metabolic engineering strategies for biosynthesis of melatonin in Escherichia coli.,['Escherichia coli']
21133,tnaA,11114,Negative,['4.1.99.1'],SERD_L_5,Combining protein and metabolic engineering strategies for biosynthesis of melatonin in Escherichia coli.,['Escherichia coli']
21134,tnaA,11301,Negative,['4.1.99.1'],TRPAS2_1,"Metabolic Engineering of <i>Escherichia coli</i> for Production of α-Santalene, a Precursor of Sandalwood Oil.",['Escherichia coli']
21135,tnaA,11301,Negative,['4.1.99.1'],CYSDS_4,"Metabolic Engineering of <i>Escherichia coli</i> for Production of α-Santalene, a Precursor of Sandalwood Oil.",['Escherichia coli']
21136,tnaA,11301,Negative,['4.1.99.1'],SERD_L_5,"Metabolic Engineering of <i>Escherichia coli</i> for Production of α-Santalene, a Precursor of Sandalwood Oil.",['Escherichia coli']
21137,tnaA,11738,Positive,['4.1.99.1'],TRPAS2_1,Production of indole by Corynebacterium glutamicum microbial cell factories for flavor and fragrance applications.,['Corynebacterium glutamicum']
21138,tnaA,11738,Positive,['4.1.99.1'],CYSDS_4,Production of indole by Corynebacterium glutamicum microbial cell factories for flavor and fragrance applications.,['Corynebacterium glutamicum']
21139,tnaA,11738,Positive,['4.1.99.1'],SERD_L_5,Production of indole by Corynebacterium glutamicum microbial cell factories for flavor and fragrance applications.,['Corynebacterium glutamicum']
21140,tnaA,12390,Negative,['4.1.99.1'],TRPAS2_1,Metabolic engineering of Escherichia coli for efficient production of L-5-hydroxytryptophan from glucose.,['Escherichia coli']
21141,tnaA,12390,Negative,['4.1.99.1'],CYSDS_4,Metabolic engineering of Escherichia coli for efficient production of L-5-hydroxytryptophan from glucose.,['Escherichia coli']
21142,tnaA,12390,Negative,['4.1.99.1'],SERD_L_5,Metabolic engineering of Escherichia coli for efficient production of L-5-hydroxytryptophan from glucose.,['Escherichia coli']
21143,tnaA,12747,Negative,['4.1.99.1'],TRPAS2_1,Synthetic mutualism in engineered <i>E. coli</i> mutant strains as functional basis for microbial production consortia.,['Escherichia coli']
21144,tnaA,12747,Negative,['4.1.99.1'],CYSDS_4,Synthetic mutualism in engineered <i>E. coli</i> mutant strains as functional basis for microbial production consortia.,['Escherichia coli']
21145,tnaA,12747,Negative,['4.1.99.1'],SERD_L_5,Synthetic mutualism in engineered <i>E. coli</i> mutant strains as functional basis for microbial production consortia.,['Escherichia coli']
21146,tnaA,12854,Positive,['4.1.99.1'],TRPAS2_1,De novo tryptophanase-based indole production by metabolically engineered Corynebacterium glutamicum.,['Corynebacterium glutamicum']
21147,tnaA,12854,Positive,['4.1.99.1'],CYSDS_4,De novo tryptophanase-based indole production by metabolically engineered Corynebacterium glutamicum.,['Corynebacterium glutamicum']
21148,tnaA,12854,Positive,['4.1.99.1'],SERD_L_5,De novo tryptophanase-based indole production by metabolically engineered Corynebacterium glutamicum.,['Corynebacterium glutamicum']
21149,tnaA,13955,Positive,['4.1.99.1'],TRPAS2_1,Tryptophan-Based Hyperproduction of Bioindigo by Combinatorial Overexpression of Two Different Tryptophan Transporters.,['Escherichia coli']
21150,tnaA,13955,Positive,['4.1.99.1'],CYSDS_4,Tryptophan-Based Hyperproduction of Bioindigo by Combinatorial Overexpression of Two Different Tryptophan Transporters.,['Escherichia coli']
21151,tnaA,13955,Positive,['4.1.99.1'],SERD_L_5,Tryptophan-Based Hyperproduction of Bioindigo by Combinatorial Overexpression of Two Different Tryptophan Transporters.,['Escherichia coli']
21152,tnaA,14071,Negative,['4.1.99.1'],TRPAS2_1,Biosynthesis of melatonin from L-tryptophan by an engineered microbial cell factory.,['Escherichia coli']
21153,tnaA,14071,Negative,['4.1.99.1'],CYSDS_4,Biosynthesis of melatonin from L-tryptophan by an engineered microbial cell factory.,['Escherichia coli']
21154,tnaA,14071,Negative,['4.1.99.1'],SERD_L_5,Biosynthesis of melatonin from L-tryptophan by an engineered microbial cell factory.,['Escherichia coli']
21155,tnaA,14278,Negative,['4.1.99.1'],TRPAS2_1,A modular and synthetic biosynthesis platform for de novo production of diverse halogenated tryptophan-derived molecules.,['Escherichia coli']
21156,tnaA,14278,Negative,['4.1.99.1'],CYSDS_4,A modular and synthetic biosynthesis platform for de novo production of diverse halogenated tryptophan-derived molecules.,['Escherichia coli']
21157,tnaA,14278,Negative,['4.1.99.1'],SERD_L_5,A modular and synthetic biosynthesis platform for de novo production of diverse halogenated tryptophan-derived molecules.,['Escherichia coli']
21158,tnaA,14474,Positive,['4.1.99.1'],TRPAS2_1,Proteomics and metabolic burden analysis to understand the impact of recombinant protein production in E. coli.,['Escherichia coli']
21159,tnaA,14474,Positive,['4.1.99.1'],CYSDS_4,Proteomics and metabolic burden analysis to understand the impact of recombinant protein production in E. coli.,['Escherichia coli']
21160,tnaA,14474,Positive,['4.1.99.1'],SERD_L_5,Proteomics and metabolic burden analysis to understand the impact of recombinant protein production in E. coli.,['Escherichia coli']
21161,tnaA,14726,Other,['4.1.99.1'],TRPAS2_1,Harnessing in vivo synthesis of bioactive multiarylmethanes in Escherichia coli via oxygen-mediated free radical reaction induced by simple phenols.,['Escherichia coli']
21162,tnaA,14726,Other,['4.1.99.1'],CYSDS_4,Harnessing in vivo synthesis of bioactive multiarylmethanes in Escherichia coli via oxygen-mediated free radical reaction induced by simple phenols.,['Escherichia coli']
21163,tnaA,14726,Other,['4.1.99.1'],SERD_L_5,Harnessing in vivo synthesis of bioactive multiarylmethanes in Escherichia coli via oxygen-mediated free radical reaction induced by simple phenols.,['Escherichia coli']
21164,tnaA,14981,Positive,['4.1.99.1'],TRPAS2_1,Stability of a Mutualistic <i>Escherichia coli</i> Co-Culture During Violacein Production Depends on the Kind of Carbon Source.,['Escherichia coli']
21165,tnaA,14981,Positive,['4.1.99.1'],CYSDS_4,Stability of a Mutualistic <i>Escherichia coli</i> Co-Culture During Violacein Production Depends on the Kind of Carbon Source.,['Escherichia coli']
21166,tnaA,14981,Positive,['4.1.99.1'],SERD_L_5,Stability of a Mutualistic <i>Escherichia coli</i> Co-Culture During Violacein Production Depends on the Kind of Carbon Source.,['Escherichia coli']
21167,tnaA,15034,Positive,['4.1.99.1'],TRPAS2_1,Production of bio-indigo from engineered Pseudomonas putida KT2440 harboring tryptophanase and flavin-containing monooxygenase.,['Pseudomonas putida']
21168,tnaA,15034,Positive,['4.1.99.1'],CYSDS_4,Production of bio-indigo from engineered Pseudomonas putida KT2440 harboring tryptophanase and flavin-containing monooxygenase.,['Pseudomonas putida']
