PMID;Title;Year;Organism;Product;Genes_and_modifications
29482589;Heterologous expression and antitumor activity analysis of syringolin from Pseudomonas syringae pv. syringae B728a.;2018;Pseudomonas syringae;Syl;{'nov': 'Other', 'erm': 'Other', 'fdm': 'Other'}
29483942;Optimization of cellulolytic enzyme components through engineering <i>Trichoderma reesei</i> and on-site fermentation using the soluble inducer for cellulosic ethanol production from corn stover.;2018;Trichoderma reesei;Ethanol;{'cip1': 'Positive', 'sar1': 'Positive', 'swo1': 'Positive', 'cbh1': 'Positive'}
29486411;Engineering of artificial microbial consortia of Cupriavidus necator and Bacillus subtilis for poly(3-hydroxybutyrate-co-3-hydroxyvalerate) copolymer production from sugarcane sugar without precursor feeding.;2018;Bacillus subtilis,Cupriavidus necator;;
29486469;Enhanced Delignification of Lignocellulosic Biomass by Recombinant Fungus Phanerochaete chrysosporium Overexpressing Laccases and Peroxidases.;2018;;Ligninolyticenzyme;
29487800;Biocatalytic production of adipic acid from glucose using engineered <i>Saccharomyces cerevisiae</i>.;2018;Saccharomyces cerevisiae;Adipate;{'URA3': 'Negative', 'ADP2': 'Positive', 'opt': 'Negative,Positive', 'GPD': 'Negative', 'ADP1': 'Positive'}
29493878;Developing a piggyBac Transposon System and Compatible Selection Markers for Insertional Mutagenesis and Genome Engineering in Yarrowia lipolytica.;2018;Yarrowia lipolytica;;
29497799;Molecular and functional characterization of two pyruvate decarboxylase genes, PDC1 and PDC5, in the thermotolerant yeast Kluyveromyces marxianus.;2018;Kluyveromyces marxianus;Acetate,Glycerol,Ethanol;{'pdc': 'Negative'}
29498824;Engineered Production of Short-Chain Acyl-Coenzyme A Esters in Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;Acylcoenzyme;{'ACS': 'Negative', 'can1': 'Positive', 'prpE': 'Positive', 'GAL': 'Positive'}
29499375;Metabolic engineering of mevalonate-producing Escherichia coli strains based on thermodynamic analysis.;2018;Escherichia coli;Mva;{'MVA': 'Positive', 'gnd': 'Negative', 'mvaS': 'Positive', 'mvaE': 'Positive', 'gntR': 'Negative'}
29499707;Translation efficiency of heterologous proteins is significantly affected by the genetic context of RBS sequences in engineered cyanobacterium Synechocystis sp. PCC 6803.;2018;Synechocystis sp PCC 6803;Ethylene;
29499781;FCS and ECH dependent production of phenolic aldehyde and melanin pigment from l-tyrosine in Escherichia coli.;2018;Escherichia coli;Phenolicaldehydemelanin;{'TAL': 'Positive'}
29500185;Toward engineering <i>E. coli</i> with an autoregulatory system for lignin valorization.;2018;Escherichia coli;Catechol;
29500259;Discovery and Biosynthesis of the Antibiotic Bicyclomycin in Distantly Related Bacterial Classes.;2018;Pseudomonas aeruginosa,Streptomyces cinnamoneus;Antibiotics;
29501927;Protein engineering of α-ketoisovalerate decarboxylase for improved isobutanol production in Synechocystis PCC 6803.;2018;Synechocystis PCC 6803;Butanol;{'kivd': 'Other,Positive'}
29507236;Layered dynamic regulation for improving metabolic pathway productivity in <i>Escherichia coli</i>.;2018;Escherichia coli;;{'pfkA': 'Positive', 'pdc': 'Negative', 'reg': 'Positive', 'pfkB': 'Negative', 'tet': 'Positive', 'INO1': 'Positive', 'gudD': 'Negative', 'zwf': 'Negative', 'uxaC': 'Negative', 'adhB': 'Negative', 'pHH': 'Positive', 'udh': 'Positive', 'menE': 'Negative', 'pgi': 'Negative'}
29507608;Creating a more robust 5-hydroxymethylfurfural oxidase by combining computational predictions with a novel effective library design.;2018;Methylovorus sp;Fdca;
29508069;Overexpression of tryptophan decarboxylase and strictosidine synthase enhanced terpenoid indole alkaloid pathway activity and antineoplastic vinblastine biosynthesis in Catharanthus roseus.;2018;Agrobacterium tumefaciens;Strictosidinesynthaseterpenoidindolealkaloidantineoplasticvinblastine;
29508097;Exploring D-xylose oxidation in Saccharomyces cerevisiae through the Weimberg pathway.;2018;Saccharomyces cerevisiae;Cdna;{'xylD': 'Other,Positive', 'xylA': 'Other,Positive', 'FRA2': 'Negative', 'xylB': 'Positive', 'xylX': 'Positive', 'GRE3': 'Negative', 'xyl': 'Positive'}
29508908;Metabolic engineering of Escherichia coli to produce succinate from soybean hydrolysate under anaerobic conditions.;2018;Escherichia coli;Succinate;
29510028;Functional and Structural Analysis of Phenazine O-Methyltransferase LaPhzM from Lysobacter antibioticus OH13 and One-Pot Enzymatic Synthesis of the Antibiotic Myxin.;2018;Lysobacter antibioticus;Hydroxy6methoxyphenazinen5n10dioxide1;{'SAM': 'Negative'}
29510212;Overexpression of bifunctional fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase leads to enhanced photosynthesis and global reprogramming of carbon metabolism in Synechococcus sp. PCC 7002.;2018;Synechococcus sp PCC 7002;Carbonatom;{'G6PDH': 'Negative'}
29513542;Metabolic Engineering-Based Rapid Characterization of a Sesquiterpene Cyclase and the Skeletons of Fusariumdiene and Fusagramineol from Fusarium graminearum.;2018;Fusarium graminearum;Sesquiterpenesfusariumdiene;
29516142;Enhanced productivity of gamma-amino butyric acid by cascade modifications of a whole-cell biocatalyst.;2018;Lactococcus lactis,Escherichia coli;;{'glu': 'Positive'}
29518315;Nontransgenic Marker-Free Gene Disruption by an Episomal CRISPR System in the Oleaginous Microalga, Nannochloropsis oceanica CCMP1779.;2018;Nannochloropsis oceanica;Cas9;
29520922;Fused dimerization increases expression, solubility, and activity of bacterial dehydratase enzymes.;2018;Escherichia coli;Fatty acids;{'FabZ': 'Positive'}
29522826;Metabolic engineering to guide evolution - Creating a novel mode for L-valine production with Corynebacterium glutamicum.;2018;Corynebacterium glutamicum;Amino acids;
29523149;Metabolic engineering of the 2-ketobutyrate biosynthetic pathway for 1-propanol production in Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;Other biofuels;{'LEU2': 'Positive', 'thrC': 'Positive', 'thrA': 'Positive', 'leuC': 'Positive', 'thrB': 'Positive', 'leuD': 'Positive', 'tdcB': 'Positive', 'cimA': 'Positive', 'GLY1': 'Negative,Positive', 'ADH': 'Positive', 'PGK1': 'Positive', 'URA3': 'Negative,Positive', 'HIS3': 'Positive', 'ARO10': 'Positive', 'TRP1': 'Positive', 'TDH3': 'Positive', 'kivd': 'Positive', 'asd': 'Positive', 'ILV2': 'Negative'}
29523768;Protein Acetylation and Butyrylation Regulate the Phenotype and Metabolic Shifts of the Endospore-forming <i>Clostridium acetobutylicum</i>.;2018;Clostridium acetobutylicum;Other biofuels,Butanol;{'ack': 'Positive', 'buk': 'Positive', 'pta': 'Positive', 'BSA': 'Negative', 'adhe1': 'Positive'}
29523936;Streptomyces clavuligerus shows a strong association between TCA cycle intermediate accumulation and clavulanic acid biosynthesis.;2018;Streptomyces clavuligerus;Tcaclavulanate;
29526355;Enhancing oleanolic acid production in engineered Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;Oleanolate;{'GAL1': 'Negative', 'GAL80': 'Negative'}
29529178;Yield improvement of epothilones in Burkholderia strain DSM7029 via transporter engineering.;2018;Sorangium cellulosum,Streptomyces venezuelae;Epothilone;{'orf14': 'Other', 'orf3': 'Other'}
29530749;Integrated analysis of isopentenyl pyrophosphate (IPP) toxicity in isoprenoid-producing Escherichia coli.;2018;Escherichia coli;Terpene;{'SOS': 'Negative', 'MVA': 'Other', 'IspG': 'Positive', 'lexA': 'Negative', 'fsr': 'Positive'}
29530750;Exploiting endogenous CRISPR-Cas system for multiplex genome editing in Clostridium tyrobutyricum and engineer the strain for high-level butanol production.;2018;Clostridium tyrobutyricum;Butanol;{'adhe2': 'Negative,Positive', 'spo0A': 'Negative', 'pyrF': 'Negative', 'cat1': 'Negative', 'adhe1': 'Negative,Positive'}
29532188;Balanced trafficking between the ER and the Golgi apparatus increases protein secretion in yeast.;2018;Saccharomyces cerevisiae,Trichoderma reesei;Proteins;{'GLO3': 'Positive', 'SEC16': 'Other,Positive', 'GCS1': 'Positive'}
29534717;Genome editing and transcriptional repression in Pseudomonas putida KT2440 via the type II CRISPR system.;2018;Pseudomonas putida;;{'PAM': 'Positive', 'nicC': 'Other,Negative', 'rha': 'Positive'}
29534758;TECS: a toxin expression control strategy as a tool for optimization of inducible promoters.;2018;Escherichia coli;Proteins;{'sacB': 'Other,Positive', 'rhaT': 'Other'}
29534903;Laboratory evolution reveals regulatory and metabolic trade-offs of glycerol utilization in Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;Biomass;{'PBS2': 'Other', 'kgd1': 'Other,Negative', 'ALE2': 'Other', 'NOX': 'Other,Positive', 'nox': 'Positive', 'CIT3': 'Negative', 'dld3': 'Negative', 'HOG1': 'Other', 'DLD3': 'Negative'}
29535356;Enhanced features of Dictyoglomus turgidum Cellulase A engineered with carbohydrate binding module 11 from Clostridium thermocellum.;2018;Acetivibrio thermocellus,Dictyoglomus turgidum;Proteins;
29536194;Metabolic engineering of arginine permeases to reduce the formation of urea in Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;;{'GATA': 'Positive'}
29537062;Engineering cellulolytic bacterium Clostridium thermocellum to co-ferment cellulose- and hemicellulose-derived sugars simultaneously.;2018;Acetivibrio thermocellus;Ethanol;{'xylAB': 'Other,Negative,Positive', 'tdk': 'Positive', 'hpt': 'Negative'}
29537074;Combinatorial pathway engineering using type I-E CRISPR interference.;2018;Escherichia coli;3HP;{'cas3': 'Negative', 'SacI': 'Positive', 'poxB': 'Negative', 'adhE': 'Negative'}
29537267;Enhancement of α,ω-Dicarboxylic Acid Production by the Expression of Xylose Reductase for Refactoring Redox Cofactor Regeneration.;2018;Escherichia coli;Dicarboxylatedianion;
29540749;Acrolein-stressed threshold adaptation alters the molecular and metabolic bases of an engineered Saccharomyces cerevisiae to improve glutathione production.;2018;Saccharomyces cerevisiae;Glutathione;{'CYS3': 'Negative,Positive', 'STR3': 'Negative,Positive'}
29544487;Comprehensive subcellular topologies of polypeptides in Streptomyces.;2018;;Proteins;
29545147;Directed evolution of the 3-hydroxypropionic acid production pathway by engineering aldehyde dehydrogenase using a synthetic selection device.;2018;;3HP;
29548982;Metabolic engineering of Pseudomonas taiwanensis VLB120 with minimal genomic modifications for high-yield phenol production.;2018;Pseudomonas taiwanensis;Phenol;{'pykA': 'Negative'}
29548983;Direct Pathway Cloning (DiPaC) to unlock natural product biosynthetic potential.;2018;Saccharopolyspora erythraea,Serratia fonticola,Nostoc punctiforme;;
29548984;From lignin to nylon: Cascaded chemical and biochemical conversion using metabolically engineered Pseudomonas putida.;2018;Pseudomonas putida;Catechol;
29549447;Efficient reductive amination process for enantioselective synthesis of L-phosphinothricin applying engineered glutamate dehydrogenase.;2018;Pseudomonas putida;Glufosinate;
29550396;Towards acetone-uncoupled biofuels production in solventogenic Clostridium through reducing power conservation.;2018;Clostridium acetobutylicum;Other biofuels;
29551476;Engineering of Halomonas bluephagenesis for low cost production of poly(3-hydroxybutyrate-co-4-hydroxybutyrate) from glucose.;2018;Halomonas bluephagenesis;;
29552653;Engineering of <i>Yarrowia lipolytica</i> for production of astaxanthin.;2017;Yarrowia lipolytica;Carotenoids;{'SQS1': 'Negative,Positive', 'crtW': 'Positive'}
29552655;Improving acarbose production and eliminating the by-product component C with an efficient genetic manipulation system of <i>Actinoplanes</i> sp. SE50/110.;2017;Actinoplanes sp SE50;Acarbose;{'treY': 'Negative'}
29553734;Identification and Characterization of a Membrane-Bound Sesterterpene Cyclase from Streptomyces somaliensis.;2018;Streptomyces somaliensis;;
29554142;Deletion of transketolase triggers a stringent metabolic response in promastigotes and loss of virulence in amastigotes of Leishmania mexicana.;2018;Leishmania mexicana;O8p;{'PMA': 'Negative', 'TKT': 'Other,Negative,Positive', 'G6PDH': 'Negative', 'BSA': 'Negative'}
29555759;Construction and evolution of an <i>Escherichia coli</i> strain relying on nonoxidative glycolysis for sugar catabolism.;2018;Escherichia coli;Threecarbonc3;
29555770;Converting <i>Escherichia coli</i> into an archaebacterium with a hybrid heterochiral membrane.;2018;Escherichia coli;Archaebacterium;
29556479;Evaluation of the ethanol tolerance for wild and mutant <i>Synechocystis</i> strains by flow cytometry.;2018;Synechocystis PCC 6803;Ethanol;
29558858;Metabolic engineering of Corynebacterium glutamicum for production of sunscreen shinorine.;2018;Corynebacterium glutamicum;Sunscreenshinorine;{'tkt': 'Positive', 'gapA': 'Negative,Positive', 'ldhA': 'Negative,Positive', 'gnd': 'Positive'}
29559655;Industrial brewing yeast engineered for the production of primary flavor determinants in hopped beer.;2018;;Beer;
29560822;Genome-scale model-driven strain design for dicarboxylic acid production in Yarrowia lipolytica.;2018;Yarrowia lipolytica;Dicarboxylatedianion;{'gapN': 'Positive', 'GDP1': 'Positive', 'GDH1': 'Negative,Positive', 'GDH2': 'Negative,Positive', 'GAPDH': 'Positive', 'MDH': 'Positive'}
29562237;Optogenetic regulation of engineered cellular metabolism for microbial chemical production.;2018;Saccharomyces cerevisiae;Enzymes;{'PDC1': 'Negative,Positive', 'LDH': 'Negative,Positive'}
29563859;P450s controlling metabolic bifurcations in plant terpene specialized metabolism.;2018;Pinus taeda,Physcomitrella patens,Medicago truncatula;;
29563966;The <i>Penicillium chrysogenum</i> transporter <i>Pc</i>AraT enables high-affinity, glucose-insensitive l-arabinose transport in <i>Saccharomyces cerevisiae</i>.;2018;Penicillium chrysogenum,Saccharomyces cerevisiae;Feedstock;{'gal2': 'Negative,Positive', 'ARA': 'Positive', 'HXK2': 'Negative', 'hxt1': 'Negative,Positive', 'GAL2': 'Negative,Positive', 'GAL80': 'Negative', 'GAL1': 'Negative', 'HXK1': 'Negative', 'HXT7': 'Positive', 'HXT1': 'Negative', 'GLK1': 'Negative', 'GRE3': 'Negative'}
29564145;CoIN: co-inducible nitrate expression system for secondary metabolites in <i>Aspergillus nidulans</i>.;2018;Aspergillus nidulans;Distinct;{'carB': 'Positive', 'stcM': 'Positive', 'aflR': 'Positive', 'car': 'Positive', 'pyrG': 'Positive', 'carRA': 'Positive', 'spp': 'Positive', 'niaD': 'Positive'}
29566686;Synthesis of avenanthramides using engineered Escherichia coli.;2018;Escherichia coli;Avenanthramide;{'tyrA': 'Positive', 'aroG': 'Positive', 'tyrR': 'Negative', 'ppsA': 'Positive', 'tktA': 'Positive'}
29568327;Synthetic pathways and processes for effective production of 5-hydroxytryptophan and serotonin from glucose in Escherichia coli.;2018;Escherichia coli;Serotonin1,Hydroxytryptophan;
29570271;Establishment of Novel Biosynthetic Pathways for the Production of Salicyl Alcohol and Gentisyl Alcohol in Engineered Escherichia coli.;2018;Escherichia coli;Salicylalcoholgentisylalcohol;
29573982;Site-directed saturation mutagenesis of polyhydroxylalkanoate synthase for efficient microbial production of poly[(R)-2-hydroxybutyrate].;2018;Escherichia coli;Polyr2hydroxybutyrate;
29574741;Rational modification of Corynebacterium glutamicum dihydrodipicolinate reductase to switch the nucleotide-cofactor specificity for increasing l-lysine production.;2018;Corynebacterium glutamicum;Amino acids;
29578572;Physiological characterization and quantitative proteomic analyses of metabolically engineered E. coli K4 strains with improved pathways for capsular polysaccharide biosynthesis.;2018;Escherichia coli;Cp;{'pgm': 'Positive', 'galU': 'Other,Positive', 'kfoF': 'Positive', 'CPS': 'Positive', 'kfoA': 'Positive'}
29578590;Analysis of metabolic networks of Streptomyces leeuwenhoekii C34 by means of a genome scale model: Prediction of modifications that enhance the production of specialized metabolites.;2018;Streptomyces leeuwenhoekii;;{'AHBA': 'Positive', 'acc': 'Positive', 'otsA': 'Negative', 'FBA': 'Negative', 'galU': 'Positive'}
29578608;Optimization of bioprocess productivity based on metabolic-genetic network models with bilevel dynamic programming.;2018;Escherichia coli;Tradeoff;
29578706;Exploring an Artificial Metabolic Route in Fusarium sporotrichioides: Production and Characterization of 7-Hydroxy T-2 Toxin.;2018;Fusarium sporotrichioides;Hydroxyt2toxin;
29579689;Improved production of isobutanol in pervaporation-coupled bioreactor using sugarcane bagasse hydrolysate in engineered Enterobacter aerogenes.;2018;;Butanol;
29580925;MACBETH: Multiplex automated Corynebacterium glutamicum base editing method.;2018;Corynebacterium glutamicum;Amino acids;
29580928;Heteroexpression and biochemical characterization of a glucose-6-phosphate dehydrogenase from oleaginous yeast Yarrowia lipolytica.;2018;Yarrowia lipolytica;Oil;
29588660;Lignolytic-consortium omics analyses reveal novel genomes and pathways involved in lignin modification and valorization.;2018;Streptomyces sp 55,Sphingobium sp,Sphingobium sp 60,Cyberlindnera sp 9,Escherichia coli,Hyphomicrobium sp 97,Candida tropicalis,Sphingobacterium sp 92,Amycolatopsis methanolica,Paenarthrobacter sp str,Bacillus sp 92,Delftia acidovorans,Paenarthrobacter sp HW13,Mycobacterium sp 98,Paenarthrobacter sp 97,Pseudomonas sp,Pseudoxanthomonas sp 97,Trichosporon sp 20,Candida sp 39,Paenarthrobacter sp,Agrobacterium sp 97,Burkholderia glumae,Ochrobactrum sp 99,Rhodococcus sp 96,Methylobacterium sp 94,Paenarthrobacter sp 6,Sphingobium sp 98,Pseudomonas nitroreducens,Rhodobacter sp 97;Catalyst;
29592804;Metabolic engineering of a xylose pathway for biotechnological production of glycolate in Escherichia coli.;2018;Escherichia coli;Glycolate;{'aceA': 'Negative,Positive', 'aceB': 'Negative,Positive', 'iclR': 'Negative', 'ghrA': 'Negative,Positive', 'ackA': 'Negative', 'glcD': 'Negative'}
29593665;Impact of Branched-Chain Amino Acid Catabolism on Fatty Acid and Alkene Biosynthesis in <i>Micrococcus luteus</i>.;2018;Micrococcus luteus;Alkene,Fatty acids;
29594560;Rate-limiting steps in the Saccharomyces cerevisiae ergosterol pathway: towards improved ergosta-5,7-dien-3β-ol accumulation by metabolic engineering.;2018;Saccharomyces cerevisiae;Ergosta57dien3betaol;{'erg5': 'Negative'}
29596994;Convergent engineering of syntrophic Escherichia coli coculture for efficient production of glycosides.;2018;Escherichia coli;Glycoside;{'AG': 'Other'}
29601856;Light-optimized growth of cyanobacterial cultures: Growth phases and productivity of biomass and secreted molecules in light-limited batch growth.;2018;Synechococcus elongatus,Synechococcus sp PCC7002;Amino acids,Lactate;{'glnA': 'Positive', 'nblA': 'Positive', 'ybjE': 'Positive'}
29603527;"De novo Biosynthesis of ""Non-Natural"" Thaxtomin Phytotoxins.";2018;Streptomyces albus,Salmonella enterica;Thaxtominphytotoxin;
29603538;Overexpression of O-polysaccharide chain length regulators in Gram-negative bacteria using the Wzx-/Wzy-dependent pathway enhances production of defined modal length O-polysaccharide polymers for use as haptens in glycoconjugate vaccines.;2018;Salmonella enterica,Salmonella spp,Haemophilus influenzae,Neisseria meningitidis;Modalpolymer;{'wzz': 'Negative,Positive', 'wzzB': 'Other,Positive', 'wzz2': 'Positive', 'fepE': 'Other,Positive', 'PAO': 'Positive'}
29605870;Rapid and stable production of 2,3-butanediol by an engineered Saccharomyces cerevisiae strain in a continuous airlift bioreactor.;2018;Saccharomyces cerevisiae;Butanediol;{'FLO11': 'Other', 'syn': 'Positive', 'GPD1': 'Negative', 'FLO1': 'Positive', 'BDO': 'Positive', 'ADH1': 'Negative', 'PDC1': 'Negative', 'FLO8': 'Other'}
29605941;Model-based reconstruction of synthetic promoter library in Corynebacterium glutamicum.;2018;Corynebacterium glutamicum;;
29608278;Development of a Plasmid-Free Biosynthetic Pathway for Enhanced Muconic Acid Production in Pseudomonas chlororaphis HT66.;2018;Pseudomonas chlororaphis;Muconate;
29609044;Design, development and application of whole-cell based antibiotic-specific biosensor.;2018;;Antibiotics;
29609045;CRISPR/Cas9 editing genome of extremophile Halomonas spp.;2018;Halomonas spp;Copolymerp3hbco3hv;{'prpC': 'Negative'}
29609457;Integrating T7 RNA Polymerase and Its Cognate Transcriptional Units for a Host-Independent and Stable Expression System in Single Plasmid.;2018;;Proteins;
29610307;Complete biosynthesis of noscapine and halogenated alkaloids in yeast.;2018;Saccharomyces cerevisiae;Noscapinealkaloid;{'TYR1': 'Positive', 'ZWF1': 'Negative,Positive', 'nar': 'Other,Negative', 'ald6': 'Positive', 'CAS': 'Positive', 'ALD6': 'Positive', 'tyr1': 'Positive'}
29611894;Unravelling a new catabolic pathway of C-19 steroids in Mycobacterium smegmatis.;2018;Mycolicibacterium smegmatis;;
29613773;An Orthogonal and pH-Tunable Sensor-Selector for Muconic Acid Biosynthesis in Yeast.;2018;Saccharomyces cerevisiae;Muconate;{'TEF1': 'Positive', 'BenM': 'Other,Positive', 'REV1': 'Positive', 'CYC1': 'Other'}
29614453;Conversion of stranded waste-stream carbon and nutrients into value-added products via metabolically coupled binary heterotroph-photoautotroph system.;2018;Bacillus subtilis;Biomass;
29616006;Genetic Engineering of <i>Crypthecodinium cohnii</i> to Increase Growth and Lipid Accumulation.;2018;Crypthecodinium cohnii;Revertaidcdna;
29617123;Rerouting of Metabolism into Desired Cellular Products by Nutrient Stress: Fluxes Reveal the Selected Pathways in Cyanobacterial Photosynthesis.;2018;Synechococcus sp PCC 7002;Glycogen;
29617806;Overexpression screen reveals transcription factors involved in lipid accumulation in Yarrowia lipolytica.;2018;Yarrowia lipolytica;Lipids;{'GZF3': 'Positive'}
29618383;High-efficiency promoter-driven coordinated regulation of multiple metabolic nodes elevates lipid accumulation in the model microalga Phaeodactylum tricornutum.;2018;Phaeodactylum tricornutum;Fatty acids;{'DGAT2': 'Positive', 'fcpC': 'Other,Positive'}
29619083;Engineering of <i>E. coli</i> inherent fatty acid biosynthesis capacity to increase octanoic acid production.;2018;Escherichia coli;Octanoate;{'fumB': 'Positive', 'fabZ': 'Positive', 'fumA': 'Positive', 'fumC': 'Positive'}
29619086;Evolutionary engineering improves tolerance for medium-chain alcohols in <i>Saccharomyces cerevisiae</i>.;2018;Saccharomyces cerevisiae;Organism;{'SUI2': 'Negative,Positive', 'sui2': 'Other,Positive', 'gcd1': 'Other,Positive', 'GCD1': 'Negative,Positive', 'HIS3': 'Negative', 'GCD7': 'Negative,Positive', 'gcd7': 'Positive'}
29619743;Subcellular localization defines modification and production of Δ<sup>9</sup>-tetrahydrocannabinolic acid synthase in transiently transformed Nicotiana benthamiana.;2018;;Synthase,Tetrahydrocannabinolate;
29619745;Enhancing nisin yield by engineering a small noncodding RNA anti41 and inhibiting the expression of glnR in Lactococcus lactis F44.;2018;Lactococcus lactis;;{'glnR': 'Negative'}
29621294;The redox-sensing protein Rex modulates ethanol production in Thermoanaerobacterium saccharolyticum.;2018;Thermoanaerobacterium saccharolyticum;Ethanol;{'rex': 'Negative', 'adhE': 'Other'}
29621349;Signature pathway expression of xylose utilization in the genetically engineered industrial yeast Saccharomyces cerevisiae.;2018;Saccharomyces cerevisiae;Ethanol;{'PRS': 'Positive'}
29621553;Enhanced polymalic acid production from the glyoxylate shunt pathway under exogenous alcohol stress.;2018;Aureobasidium pullulans;Polymalate;
29622042;Engineering CRISPR interference system in Klebsiella pneumoniae for attenuating lactic acid synthesis.;2018;Klebsiella pneumoniae;Lactate;
29622650;Enzymatic construction of highly strained carbocycles.;2018;Escherichia coli;Enzymescyclopropene;
29625007;Synthetic Gene Network with Positive Feedback Loop Amplifies Cellulase Gene Expression in Neurospora crassa.;2018;Neurospora crassa;Other biofuels;
29625224;An engineered Calvin-Benson-Bassham cycle for carbon dioxide fixation in Methylobacterium extorquens AM1.;2018;;Barevenschwander2016;
29625225;Metabolic engineering of Escherichia coli for producing adipic acid through the reverse adipate-degradation pathway.;2018;Escherichia coli;Nylon66fibersresin;
29625976;Sesquiterpene Synthase-3-Hydroxy-3-Methylglutaryl Coenzyme A Synthase Fusion Protein Responsible for Hirsutene Biosynthesis in Stereum hirsutum.;2018;Stereum hirsutum;Hirsutene;{'HMGS': 'Other,Negative,Positive', 'HMGR': 'Other,Negative'}
29627851;Metabolic engineering of Clostridium tyrobutyricum for enhanced butyric acid production with high butyrate/acetate ratio.;2018;Clostridium tyrobutyricum;Butyrate;{'pfkA': 'Positive', 'cat1': 'Positive', 'crt': 'Positive'}
29628268;Comprehensive analysis of triacylglycerol lipases in the oleaginous diatom Fistulifera solaris JPCC DA0580 with transcriptomics under lipid degradation.;2018;Fistulifera solaris;Lipids;
29631320;A Facile Method for Producing Selenocysteine-Containing Proteins.;2018;Aeromonas salmonicida,Escherichia coli;Fdhh;{'sec': 'Positive'}
29632200;Fermentation of dihydroxyacetone by engineered <i>Escherichia coli</i> and <i>Klebsiella variicola</i> to products.;2018;Escherichia coli,Klebsiella variicola;Lw225,811mmlactate;{'glpF': 'Other,Negative,Positive', 'dhaK': 'Positive', 'pdc4': 'Positive', 'alsS': 'Negative', 'mgsA': 'Negative', 'budA': 'Negative', 'gldA': 'Negative', 'dam': 'Positive', 'AC1': 'Other'}
29632554;Metabolome- and genome-scale model analyses for engineering of <i>Aureobasidium pullulans</i> to enhance polymalic acid and malic acid production from sugarcane molasses.;2018;Aureobasidium pullulans;Malate2;
29632556;<i>Clostridium thermocellum</i> LL1210 pH homeostasis mechanisms informed by transcriptomics and metabolomics.;2018;Acetivibrio thermocellus;Thincludeprotonantiporter;{'hpt': 'Negative', 'ADI': 'Negative', 'GrpE': 'Positive', 'nifH': 'Negative'}
29632862;Metabolic Engineering of the Shikimate Pathway for Production of Aromatics and Derived Compounds-Present and Future Strain Construction Strategies.;2018;Pseudomonas aeruginosa,Pseudomonas fluorescens,Kluyveromyces marxianus,Escherichia coli,Pseudomonas putida,Xenorhabdus bovienii,Bacillus thuringiensis,Streptomyces coelicolor,Corynebacterium efficiens,Acinetobacter radioresistens,Rhodotorula toruloides,Podospora anserina,Corynebacterium glutamicum,Herpetosiphon aurantiacus,Amycolatopsis orientalis,Acinetobacter baumannii,Enterobacter cloacae,Candida albicans,Acinetobacter baylyi,Acinetobacter sp ADP1,Zymomonas mobilis,Saccharomyces cerevisiae,Acinetobacter calcoaceticus,Bacillus subtilis,Bacillus cereus,Klebsiella pneumoniae,Corynebacterium callunae,Beta vulgaris,Rhodotorula graminis,Providencia rustigianii;;{'pheA': 'Negative,Positive', 'ptsH': 'Negative', 'ARO7': 'Other,Negative,Positive', 'ZWF1': 'Negative,Positive', 'hdpA': 'Negative', 'gapA': 'Positive', 'aspC': 'Negative', 'ubiC': 'Positive', 'aroG': 'Negative,Positive', 'aroD': 'Positive', 'ARO1': 'Negative,Positive', 'ARO3': 'Negative,Positive', 'aroL': 'Positive', 'hmaS': 'Positive', 'ABZ1': 'Positive', 'ARO': 'Negative', 'PAL2': 'Positive', 'pobA': 'Other,Negative', 'ARO4': 'Other,Positive', 'xylA': 'Positive', 'aroF': 'Negative,Positive', 'TKL1': 'Negative,Positive', 'glk': 'Positive', 'PHA2': 'Negative', 'tktA': 'Positive', 'TRP3': 'Other,Negative', 'tyrC': 'Positive', 'ARO2': 'Positive', 'ARO10': 'Negative', 'tyrA': 'Negative,Positive', 'FDC1': 'Positive', 'aroE': 'Negative,Positive', 'PYK': 'Negative', 'pykA': 'Negative,Positive', 'pyk': 'Negative', 'entE': 'Negative', 'qsuD': 'Negative', 'trpC': 'Negative', 'tyrR': 'Negative', 'ppsA': 'Positive', 'lin': 'Positive', 'trpD': 'Negative', 'aroB': 'Positive', 'trpE': 'Negative', 'xylB': 'Positive', 'tkt': 'Positive', 'TAT1': 'Negative', 'ldhA': 'Negative', 'ABZ2': 'Positive', 'tal': 'Positive', 'TPO1': 'Negative', 'hmo': 'Positive', 'qsuB': 'Negative', 'pps': 'Positive', 'pykF': 'Positive'}
29632883;Diverse Engineered Heme Proteins Enable Stereodivergent Cyclopropanation of Unactivated Alkenes.;2018;Escherichia coli;Stereoisomer;
29634050;Retraction Note to: Engineering <i>Bacillus licheniformis</i> as a thermophilic platform for the production of l-lactic acid from lignocellulose-derived sugars.;2018;Bacillus licheniformis;Lactate;
